DATE, OPEN, HIGH, LOW, CLOSE, VOL, p
20051024,119.70,123.47,119.20,123.30,5530300,0
20051025,122.52,124.84,122.32,123.55,5112800,0
20051026,123.25,124.99,122.65,124.25,4170000,0
20051027,123.80,124.90,122.02,122.43,4132400,0
20051028,123.70,124.75,122.59,124.56,3586500,0
20051031,125.00,127.38,124.95,126.37,3831000,0
20051101,126.70,126.89,124.80,126.60,3918700,0
20051102,126.00,129.86,126.00,129.13,4403100,0
20051103,130.00,130.00,128.09,129.20,5002600,0
20051104,129.75,131.18,128.90,130.96,4093400,0
20051107,130.50,131.69,128.67,129.15,3561400,0
20051108,128.35,128.36,127.22,127.52,2944500,0
20051109,127.84,129.73,127.50,128.70,2656900,0
20051110,128.15,130.33,127.78,130.09,3174500,0
20051111,129.45,130.63,129.27,130.00,2134000,0
20051114,130.32,130.32,128.60,129.24,1799300,0
20051115,129.70,129.76,127.06,127.97,2356400,0
20051116,128.35,128.47,126.56,128.18,2539400,0
20051117,128.00,130.41,127.86,130.41,2595400,0
20051118,131.90,131.90,129.81,131.58,2615900,0
20051121,131.25,132.48,130.49,132.41,2084400,0
20051122,131.80,132.99,130.81,132.60,2392300,0
20051123,132.61,134.99,132.61,134.08,3139800,0
20051125,134.20,134.89,134.03,134.12,808200,0
20051128,134.30,134.30,130.84,131.10,2759900,0
20051129,132.00,132.43,129.05,130.45,3095500,0
20051130,130.45,131.27,128.44,128.96,3016100,0
20051201,130.50,131.66,129.61,130.28,2497400,0
20051202,130.15,131.76,130.01,131.08,1891400,0
20051205,130.75,133.67,129.42,133.05,2709600,0
20051206,133.95,134.16,130.85,131.31,3019000,0
20051207,130.68,131.10,128.85,129.89,2646300,0
20051208,129.05,130.02,127.76,128.64,3191000,0
20051209,129.15,130.05,128.44,129.66,1878800,0
20051212,130.40,131.02,128.51,130.01,2006300,0
20051213,128.80,131.89,128.51,131.64,3430800,0
20051214,131.08,131.90,129.35,129.63,3471600,0
20051215,128.25,129.60,127.60,128.30,5480900,0
20051216,127.66,127.86,126.11,126.50,5437300,0
20051219,127.30,127.40,124.45,125.13,4217900,0
20051220,124.70,126.23,124.34,125.86,4094400,0
20051221,126.35,128.30,126.11,127.31,3694400,0
20051222,127.55,128.25,126.69,127.99,2437100,0
20051223,127.95,128.47,127.40,128.11,1670200,0
20051227,128.70,129.40,127.83,128.26,2826500,0
20051228,128.30,128.81,127.64,127.98,1809100,0
20051229,127.45,128.74,127.45,128.02,1684500,0
20051230,127.15,128.07,126.70,127.71,1962500,0
20060103,126.70,129.44,124.23,128.87,6188700,0
20060104,127.35,128.91,126.38,127.09,4862000,0
20060105,126.00,127.32,125.61,127.04,3717600,0
20060106,127.29,129.25,127.29,128.84,4319600,0
20060109,128.50,130.62,128.00,130.39,4723500,0
20060110,130.05,132.95,130.02,132.03,5539800,0
20060111,131.45,133.80,131.42,131.97,4671400,0
20060112,131.40,133.21,131.38,132.25,3725500,0
20060113,132.02,133.66,131.90,133.26,2894900,0
20060117,131.00,133.13,130.59,132.59,3624600,0
20060118,131.06,132.68,131.01,132.37,4302700,0
20060119,132.72,134.82,132.71,133.82,5020700,0
20060120,132.85,134.06,131.25,131.44,5680100,0
20060123,131.64,134.18,131.64,132.87,3849400,0
20060124,132.63,134.09,132.34,133.00,3758000,0
20060125,133.65,134.04,132.46,133.56,3740500,0
20060126,133.01,138.36,133.01,137.40,4808300,0
20060127,137.93,139.75,137.10,138.94,3687900,0
20060130,139.55,140.64,138.71,139.87,3167900,0
20060131,139.73,141.86,138.45,141.25,4908100,0
20060201,141.40,142.95,140.43,141.71,3640600,0
20060202,142.27,143.77,141.40,142.52,3711000,0
20060203,141.55,143.12,140.70,142.74,4213900,0
20060206,142.61,144.10,141.60,142.82,3849300,0
20060207,142.35,143.31,139.48,139.48,5208000,0
20060208,140.10,141.93,139.32,141.14,4481400,0
20060209,141.14,142.85,140.49,140.85,3059500,0
20060210,140.67,141.85,137.80,140.81,4433100,0
20060213,139.65,141.80,139.15,139.65,2155200,0
20060214,141.20,142.32,138.77,141.78,3003200,0
20060215,142.00,145.50,141.40,145.14,4330700,0
20060216,146.10,146.35,144.21,145.90,2847500,0
20060217,146.19,146.22,144.06,145.54,2407300,0
20060221,145.56,145.75,143.01,143.45,2539800,0
20060222,143.45,145.53,143.23,145.53,2674200,0
20060223,145.61,145.61,143.79,143.96,2512500,0
20060224,143.05,145.40,143.05,144.16,2314700,0
20060227,144.81,145.25,143.34,143.82,2282200,0
20060228,143.60,144.16,141.11,141.29,3911700,0
20060301,141.98,143.74,141.56,143.15,2994900,0
20060302,143.07,144.86,142.24,144.00,2902300,0
20060303,143.50,147.48,143.10,146.00,4042700,0
20060306,146.54,147.08,144.31,145.02,2900600,0
20060307,144.37,144.46,143.17,144.28,2820600,0
20060308,143.55,144.67,141.26,142.49,3633100,0
20060309,142.66,143.40,141.20,141.63,2196400,0
20060310,141.63,142.45,140.15,141.53,3247100,0
20060313,141.55,142.95,139.18,140.72,4946200,0
20060314,145.92,149.50,145.62,149.42,11364100,0
20060315,148.30,149.64,147.59,149.00,7557200,0
20060316,149.10,149.69,147.45,147.69,5512000,0
20060317,148.25,151.54,148.03,150.36,6670900,0
20060320,150.05,152.66,149.80,152.18,4896800,0
20060321,151.61,152.00,149.01,149.40,4460800,0
20060322,148.30,152.36,148.30,151.82,3770800,0
20060323,151.17,151.96,150.45,151.67,3852700,0
20060324,151.68,152.57,150.88,152.17,2651700,0
20060327,152.13,155.36,152.13,155.00,4314600,0
20060328,155.01,157.82,154.16,154.16,6481600,0
20060329,154.90,157.57,154.84,156.90,4458100,0
20060330,157.73,159.63,155.71,156.81,4623900,0
20060331,157.00,158.38,156.25,156.96,3298500,0
20060403,157.99,159.88,156.92,158.12,3979900,0
20060404,158.12,161.36,158.12,161.00,5088900,0
20060405,160.50,161.92,160.00,160.75,4193600,0
20060406,160.07,162.07,160.07,162.04,4180900,0
20060407,162.04,163.16,159.89,161.02,4964600,0
20060410,162.50,164.05,161.45,162.46,4471400,0
20060411,163.00,163.30,158.51,159.15,4963300,0
20060412,159.63,160.30,158.40,159.52,3434000,0
20060413,158.45,159.69,158.20,159.43,2217100,0
20060417,160.25,163.21,160.00,161.94,3381700,0
20060418,162.75,166.18,161.32,165.55,4829800,0
20060419,164.55,167.57,163.60,167.05,4466200,0
20060420,166.06,169.31,166.06,168.55,4894400,0
20060421,168.62,168.66,165.32,165.89,3591500,0
20060424,165.50,166.27,163.50,165.35,3432400,0
20060425,165.35,165.60,161.76,162.80,3361400,0
20060426,163.50,164.65,162.20,163.40,3032600,0
20060427,163.35,165.79,162.10,163.97,4063900,0
20060428,163.81,164.89,158.65,160.29,5349000,0
20060501,160.30,161.67,156.08,156.45,5652300,0
20060502,157.60,160.00,157.12,158.83,3710800,0
20060503,159.50,159.85,157.75,159.15,2521200,0
20060504,159.16,160.33,158.00,158.04,2554600,0
20060505,159.75,164.60,159.69,164.39,3751400,0
20060508,164.39,166.55,162.20,163.53,2395700,0
20060509,163.75,166.26,163.70,165.75,2628300,0
20060510,164.85,165.41,162.05,164.09,3215900,0
20060511,164.38,164.49,158.60,159.28,3640200,0
20060512,158.75,159.70,156.07,156.11,4579700,0
20060515,154.60,157.00,151.11,153.14,6119200,0
20060516,153.60,155.11,150.62,152.70,4091000,0
20060517,150.85,151.15,147.00,148.21,7477600,0
20060518,149.36,150.25,146.25,147.03,6246300,0
20060519,148.30,150.45,146.75,149.41,6502500,0
20060522,148.51,148.51,143.34,146.15,8492900,0
20060523,148.05,148.88,143.70,143.70,5607800,0
20060524,143.65,145.59,140.42,143.92,8788600,0
20060525,145.20,147.32,144.68,147.32,5614100,0
20060526,150.00,152.94,149.47,152.94,5749800,0
20060530,151.00,151.95,149.25,149.83,5217200,0
20060531,151.30,152.39,149.15,150.95,5262300,0
20060601,150.92,153.59,150.19,153.55,4208500,0
20060602,155.50,157.00,153.60,154.09,4253400,0
20060605,154.95,156.29,149.85,150.40,5525200,0
20060606,151.39,152.06,147.50,149.24,6562600,0
20060607,149.25,152.53,148.30,149.95,4319900,0
20060608,148.80,150.67,144.50,149.76,7885500,0
20060609,151.00,152.10,148.99,149.89,4407700,0
20060612,150.50,150.72,145.00,145.00,5866800,0
20060613,142.25,145.50,138.09,139.25,7346400,0
20060614,139.75,141.76,136.90,138.50,10541300,0
20060615,140.40,145.19,140.07,144.12,10970400,0
20060616,143.30,144.59,142.61,144.00,6368800,0
20060619,144.98,145.75,142.95,143.75,6537400,0
20060620,144.65,145.99,143.59,145.26,5672200,0
20060621,145.77,150.32,145.50,149.83,7648400,0
20060622,149.71,150.50,146.95,148.31,4430000,0
20060623,147.85,149.40,147.21,147.92,3488000,0
20060626,148.92,149.95,148.10,149.90,3774700,0
20060627,149.05,150.89,147.16,147.16,3667000,0
20060628,147.41,148.50,145.07,146.49,4907100,0
20060629,148.10,152.20,146.35,152.20,6711800,0
20060630,152.20,152.72,149.50,150.43,5973300,0
20060703,151.93,152.79,151.34,152.45,3250500,0
20060705,151.70,151.70,150.00,150.95,4483600,0
20060706,152.29,152.30,150.20,150.58,3441000,0
20060707,150.01,150.50,148.44,148.51,3618800,0
20060710,149.25,150.41,148.16,148.85,2966100,0
20060711,148.40,149.00,146.55,148.67,3572300,0
20060712,148.70,149.23,145.07,145.27,4300100,0
20060713,144.03,145.20,142.10,142.55,6116800,0
20060714,143.10,143.50,138.97,140.10,5659400,0
20060717,140.10,142.27,139.20,140.87,4528700,0
20060718,140.62,142.48,139.90,142.34,5874500,0
20060719,142.70,147.85,142.70,146.97,6079400,0
20060720,146.70,147.80,145.00,145.18,4196100,0
20060721,145.05,145.06,141.80,142.04,3496300,0
20060724,143.30,147.50,143.06,146.90,4610700,0
20060725,146.90,149.67,145.34,148.49,4984200,0
20060726,147.50,148.82,146.69,147.38,2945800,0
20060727,148.70,149.63,147.59,148.26,4085900,0
20060728,149.65,152.35,149.33,151.72,4752200,0
20060731,151.60,153.73,150.66,152.75,4374000,0
20060801,151.63,151.74,149.59,151.26,3076700,0
20060802,150.26,150.50,147.54,149.90,5052400,0
20060803,148.75,153.15,148.47,152.10,3861000,0
20060804,154.00,156.29,152.17,153.00,4689100,0
20060807,152.12,154.85,151.76,152.65,2758900,0
20060808,152.65,155.35,150.50,151.45,5465100,0
20060809,153.50,153.75,149.60,150.01,4234600,0
20060810,149.50,152.06,148.50,151.63,3391400,0
20060811,152.35,152.87,149.99,151.11,2576500,0
20060814,152.48,153.01,149.43,150.37,3110900,0
20060815,152.38,153.99,151.21,152.65,4907000,0
20060816,153.95,155.05,152.72,154.99,3563900,0
20060817,153.90,156.87,153.85,154.45,3365700,0
20060818,154.45,154.75,153.00,154.68,2742100,0
20060821,153.16,154.25,151.64,153.83,3731200,0
20060822,154.36,155.01,153.05,154.15,3330800,0
20060823,153.41,154.75,152.15,152.70,2280800,0
20060824,153.55,153.60,150.75,151.40,3100000,0
20060825,150.69,151.42,149.75,150.07,2476200,0
20060828,148.25,150.54,147.88,149.53,4151000,0
20060829,149.60,149.79,145.66,147.09,4939600,0
20060830,147.20,147.76,146.42,147.06,2879100,0
20060831,147.07,148.75,147.07,148.65,2834600,0
20060901,148.70,149.43,147.13,149.14,3453100,0
20060905,149.75,151.50,149.05,151.28,3479600,0
20060906,150.65,151.44,149.92,150.67,2745500,0
20060907,150.10,150.68,148.35,148.57,3577600,0
20060908,151.00,151.00,147.52,149.80,3317500,0
20060911,149.25,151.23,149.15,151.00,3134200,0
20060912,154.75,159.75,154.71,158.29,10284900,0
20060913,157.70,162.26,156.81,160.86,7439900,0
20060914,159.75,163.18,159.52,162.52,5255700,0
20060915,162.50,163.75,161.52,162.71,6846200,0
20060918,162.02,164.80,162.00,163.22,5733300,0
20060919,163.08,164.22,162.31,163.39,4851500,0
20060920,164.63,167.16,164.23,166.60,6407400,0
20060921,167.50,169.69,165.86,167.15,8052600,0
20060922,166.95,168.32,165.76,167.52,3458300,0
20060925,167.90,169.42,167.00,168.69,4780100,0
20060926,167.94,169.92,167.02,168.68,6109300,0
20060927,168.93,169.90,167.25,169.00,5185300,0
20060928,168.95,170.00,167.80,170.00,4413800,0
20060929,170.05,171.15,169.10,169.17,4394700,0
20061002,168.51,171.45,168.51,170.69,4143700,0
20061003,170.44,174.40,170.10,174.20,5823600,0
20061004,173.31,176.66,173.31,176.56,8089400,0
20061005,176.52,176.52,174.69,175.50,5231800,0
20061006,174.32,176.00,173.80,175.65,4898200,0
20061009,175.40,177.49,175.32,177.45,3985700,0
20061010,177.05,179.85,176.79,178.86,6560900,0
20061011,177.30,178.97,176.75,178.97,5615900,0
20061012,179.27,181.89,178.61,181.51,5116700,0
20061013,181.21,183.95,180.65,183.85,5032700,0
20061016,183.82,185.41,183.09,185.22,4330200,0
20061017,184.22,184.71,182.14,183.07,5867200,0
20061018,184.07,184.65,181.85,182.97,6127000,0
20061019,181.25,182.63,179.90,180.05,5562500,0
20061020,179.72,180.69,178.85,180.40,4206600,0
20061023,180.23,184.85,180.21,184.70,4237500,0
20061024,184.52,188.25,184.40,187.84,4486300,0
20061025,188.64,189.69,187.16,188.61,5224400,0
20061026,189.18,193.60,188.29,193.38,5732500,0
20061027,192.01,193.23,188.39,188.67,5645300,0
20061030,188.00,190.55,186.70,189.75,5292600,0
20061031,190.00,191.02,188.88,189.79,4513600,0
20061101,191.00,192.21,184.75,185.00,7732000,0
20061102,184.51,187.79,182.70,187.39,6191100,0
20061103,188.90,188.95,185.30,187.13,4154000,0
20061106,187.68,191.70,187.68,190.00,4639000,0
20061107,190.20,191.42,188.56,188.68,3697900,0
20061108,187.65,189.92,186.50,188.77,3989900,0
20061109,188.40,189.00,184.78,184.78,4488600,0
20061110,185.46,187.07,184.60,187.06,3304000,0
20061113,187.65,189.80,187.23,187.73,3256700,0
20061114,188.40,190.91,185.40,190.36,3877900,0
20061115,190.37,194.32,189.84,193.11,5091000,0
20061116,194.00,196.80,194.00,196.72,4784000,0
20061117,195.98,197.00,194.88,195.04,3227200,0
20061120,195.35,198.11,195.03,197.45,3168300,0
20061121,199.00,199.89,198.29,199.76,3448100,0
20061122,200.00,202.47,199.99,202.29,2675700,0
20061124,200.23,203.35,199.15,201.60,1978900,0
20061127,201.35,202.10,193.11,193.11,6330900,0
20061128,193.00,197.49,191.50,197.10,5599500,0
20061129,197.99,199.45,193.06,196.22,5550600,0
20061130,195.98,196.45,193.18,194.80,4082600,0
20061201,195.70,196.43,191.52,194.50,4821200,0
20061204,195.65,200.08,195.39,200.05,4261300,0
20061205,199.70,202.25,198.21,201.61,3264800,0
20061206,202.00,205.05,201.00,205.00,3983000,0
20061207,206.70,206.70,200.00,200.20,5238400,0
20061208,200.24,205.26,200.00,205.10,4968900,0
20061211,205.50,205.50,201.84,202.52,5926500,0
20061212,200.21,203.85,198.44,200.00,8950600,0
20061213,200.16,201.78,198.00,198.31,5823000,0
20061214,199.20,200.80,197.63,200.13,5081500,0
20061215,200.61,201.95,199.80,199.84,5141300,0
20061218,200.50,203.59,199.64,203.24,5934600,0
20061219,201.98,202.67,200.43,201.24,4865700,0
20061220,202.15,204.31,201.29,201.37,3780100,0
20061221,202.36,202.69,197.70,198.10,4876100,0
20061222,199.10,199.15,195.66,198.09,3500800,0
20061226,198.90,200.60,198.29,199.86,2575600,0
20061227,199.86,202.29,199.72,201.95,2825100,0
20061228,202.33,202.48,199.76,200.80,2396400,0
20061229,200.93,202.40,199.32,199.35,2641100,0
20070103,200.60,203.32,197.82,200.72,6515000,0
20070104,200.22,200.67,198.07,198.85,6478800,0
20070105,198.43,200.00,197.90,199.05,6037100,0
20070108,199.05,203.95,198.10,203.73,7851000,0
20070109,203.54,204.90,202.00,204.08,7177300,0
20070110,203.40,208.44,201.50,208.11,8022400,0
20070111,208.34,213.17,207.60,211.88,9044600,0
20070112,210.90,214.22,210.40,213.99,6619000,0
20070116,213.99,215.13,212.44,213.59,5848800,0
20070117,212.20,214.09,210.85,213.23,5360500,0
20070118,213.75,214.81,209.10,209.68,6541600,0
20070119,209.08,211.44,208.84,210.29,5340300,0
20070122,211.09,213.25,209.60,212.97,4980700,0
20070123,212.82,213.42,210.65,212.64,6293500,0
20070124,213.51,220.17,213.03,220.10,6387500,0
20070125,219.80,220.51,212.51,213.07,7855400,0
20070126,214.56,214.90,210.60,213.50,7458200,0
20070129,213.90,215.08,210.13,211.04,5891100,0
20070130,211.08,212.31,208.37,208.78,6002200,0
20070131,208.30,212.75,207.29,212.16,7236100,0
20070201,213.44,213.90,209.73,212.00,5961200,0
20070202,211.00,213.90,211.00,213.43,3527000,0
20070205,213.30,213.72,211.50,212.55,3003700,0
20070206,213.29,215.86,212.70,214.65,3803200,0
20070207,215.03,215.85,213.10,213.55,3622600,0
20070208,212.09,215.21,209.81,213.90,5413500,0
20070209,215.77,219.26,210.58,213.28,9113800,0
20070212,213.75,214.00,209.87,211.13,5384589,0
20070213,211.98,213.30,210.47,212.53,4022951,0
20070214,213.70,219.10,212.79,217.40,7697325,0
20070215,217.94,218.84,216.41,216.82,3627700,0
20070216,215.96,217.50,215.02,216.92,3119200,0
20070220,218.33,221.90,215.97,220.94,6225700,0
20070221,219.25,221.50,218.16,220.15,5225500,0
20070222,221.00,222.75,218.00,218.97,4273400,0
20070223,219.16,219.80,215.55,216.50,5508300,0
20070226,217.99,218.37,212.66,214.00,5552985,0
20070227,209.75,210.40,194.65,199.76,18854200,0
20070228,200.40,203.85,196.00,201.60,15552900,0
20070301,197.12,202.70,194.08,199.66,14143801,0
20070302,198.20,200.92,195.59,195.67,9843700,0
20070305,193.55,197.49,189.85,190.00,13412125,0
20070306,193.90,198.20,193.70,197.37,10798973,0
20070307,197.48,199.00,195.50,195.59,8459800,0
20070308,198.03,202.02,198.00,199.94,10790300,0
20070309,202.95,202.99,198.86,201.70,7681600,0
20070312,200.00,202.89,198.86,202.60,9632300,0
20070313,204.96,208.56,198.52,199.03,31973100,0
20070314,200.00,202.16,197.54,200.15,20394212,0
20070315,200.00,202.37,199.50,200.89,9743900,0
20070316,200.79,201.05,198.27,199.00,10883900,0
20070319,201.32,202.50,200.44,202.44,8186284,0
20070320,202.49,204.43,202.00,204.00,6643700,0
20070321,205.34,211.51,204.16,210.95,10937130,0
20070322,211.70,211.75,209.29,210.08,8016025,0
20070323,210.06,211.89,209.71,211.89,5244833,0
20070326,212.01,212.22,209.30,211.73,6525287,0
20070327,211.01,211.73,209.74,209.87,4807600,0
20070328,208.21,208.67,206.19,206.76,7991533,0
20070329,208.09,208.89,206.30,207.20,6381658,0
20070330,207.44,209.03,204.70,206.63,5177415,0
20070402,207.67,207.68,203.29,205.65,5797400,0
20070403,207.00,209.75,206.47,209.75,5015350,0
20070404,209.45,209.95,208.21,208.79,4149803,0
20070405,208.50,208.50,207.41,207.93,3011038,0
20070409,208.57,209.87,207.45,208.94,3610733,0
20070410,208.30,209.81,208.21,209.05,3003200,0
20070411,208.70,208.87,206.61,206.93,5579934,0
20070412,206.25,207.52,205.39,207.05,3957297,0
20070413,207.95,207.95,205.61,206.50,4321013,0
20070416,208.24,215.23,208.12,214.52,10011400,0
20070417,215.15,216.87,213.54,214.90,6088939,0
20070418,214.10,218.54,213.97,216.75,6082270,0
20070419,215.34,221.71,214.80,219.29,8883909,0
20070420,221.23,222.19,218.37,220.00,7395077,0
20070423,221.00,223.98,220.48,222.42,5816982,0
20070424,222.75,223.24,218.71,220.72,6753176,0
20070425,221.90,226.05,220.10,225.60,7627877,0
20070426,225.90,226.61,224.17,224.81,4730964,0
20070427,224.05,225.71,222.99,224.28,3598082,0
20070430,224.36,224.98,218.48,218.61,5485684,0
20070501,219.08,219.91,215.35,218.58,6358798,0
20070502,218.00,221.92,217.45,219.49,4886132,0
20070503,220.39,221.93,218.55,221.56,4440627,0
20070504,222.60,227.34,221.43,227.34,5634720,0
20070507,227.00,229.90,225.60,227.22,4637524,0
20070508,225.92,225.99,222.96,224.95,4880100,0
20070509,224.95,227.68,223.35,226.57,5195450,0
20070510,225.50,226.98,222.95,223.10,4968490,0
20070511,223.91,227.55,223.60,227.50,4958273,0
20070514,228.03,229.00,225.35,226.18,4800050,0
20070515,226.19,228.33,224.26,224.38,5773100,0
20070516,225.59,227.96,224.52,227.11,5174913,0
20070517,226.75,227.93,225.25,227.38,4185300,0
20070518,228.55,231.22,227.95,230.34,6727495,0
20070521,230.65,231.69,228.56,229.23,7784745,0
20070522,229.79,231.66,228.75,230.71,3568702,0
20070523,231.70,232.41,228.43,228.54,4278172,0
20070524,229.37,230.75,225.05,225.68,6211680,0
20070525,226.81,226.95,224.19,225.53,4068780,0
20070529,226.25,228.90,226.03,228.44,3735551,0
20070530,226.25,232.00,225.60,232.00,5395704,0
20070531,232.21,233.97,230.09,230.82,4588000,0
20070601,232.08,232.89,229.59,230.71,4093700,0
20070604,230.00,230.65,227.94,229.71,3419280,0
20070605,229.36,230.33,228.25,229.36,3711065,0
20070606,227.77,227.94,224.85,227.35,4413085,0
20070607,226.29,227.42,219.34,220.05,8365488,0
20070608,220.10,225.07,218.75,225.06,5903668,0
20070611,225.60,227.57,224.13,227.16,4285881,0
20070612,226.90,231.12,225.58,227.85,7477106,0
20070613,229.00,233.64,228.00,233.64,7369930,0
20070614,227.71,229.30,225.01,225.75,14385954,0
20070615,227.33,228.47,226.00,226.19,7433726,0
20070618,226.55,227.54,224.80,226.97,4370148,0
20070619,225.97,229.57,225.51,229.57,1244000,0
20070620,229.75,230.33,225.72,225.89,5833143,0
20070621,225.98,226.90,222.20,226.90,8341507,0
20070622,226.50,226.79,220.27,222.40,9801941,0
20070625,221.11,223.17,215.05,216.74,11567050,0
20070626,217.70,219.36,214.17,214.17,9712555,0
20070627,214.00,219.80,212.56,219.33,9021124,0
20070628,219.75,221.47,217.67,218.96,5980232,0
20070629,219.55,220.44,213.69,216.75,7855327,0
20070702,217.50,219.65,216.00,219.18,5023784,0
20070703,220.34,224.90,219.99,224.55,4677010,0
20070705,224.29,224.29,221.20,221.32,5385700,0
20070706,220.76,224.22,220.70,223.64,4122400,0
20070709,223.02,225.77,222.51,223.30,3999912,0
20070710,220.99,222.70,216.52,217.08,7962305,0
20070711,216.98,219.00,214.65,216.72,8925106,0
20070712,218.47,220.29,216.72,220.29,6072850,0
20070713,220.06,222.82,219.20,222.18,5605300,0
20070716,221.87,223.45,219.46,220.40,4654500,0
20070717,221.74,222.12,218.65,219.40,5586500,0
20070718,216.03,218.52,212.34,214.99,11665458,0
20070719,217.08,217.50,210.03,211.69,9463493,0
20070720,211.17,211.97,204.79,205.94,14541591,0
20070723,207.16,207.88,204.07,205.04,7760393,0
20070724,202.63,204.56,196.77,198.15,12345774,0
20070725,199.80,203.75,197.78,203.16,13936761,0
20070726,198.00,199.89,189.00,195.12,22771777,0
20070727,194.67,196.84,190.51,192.65,17054636,0
20070730,194.52,197.60,192.45,195.74,12195048,0
20070731,198.55,198.99,187.25,188.34,14750194,0
20070801,187.03,189.10,182.85,189.00,16284224,0
20070802,189.15,192.48,185.00,187.46,13164499,0
20070803,185.41,186.84,179.68,179.68,19829701,0
20070806,179.20,187.86,175.00,187.79,18867529,0
20070807,186.58,194.64,185.39,191.25,22764300,0
20070808,192.04,198.50,188.76,193.30,20624333,0
20070809,186.16,190.65,180.79,182.25,20874100,0
20070810,178.65,184.41,175.57,180.50,20278700,0
20070813,185.01,187.25,176.61,177.50,15318100,0
20070814,178.60,178.78,169.00,169.75,26257042,0
20070815,169.00,173.52,163.83,164.90,22272883,0
20070816,163.10,171.41,157.38,169.85,31334000,0
20070817,178.12,180.86,170.50,175.00,26746300,0
20070820,176.02,176.39,170.12,172.76,13174400,0
20070821,172.50,177.30,170.00,175.48,11796100,0
20070822,177.52,180.05,174.29,177.89,13436500,0
20070823,179.79,180.88,175.92,177.50,10550000,0
20070824,176.77,180.26,175.60,179.73,8935300,0
20070827,179.33,180.05,177.26,177.95,6664342,0
20070828,175.01,176.13,170.25,170.95,11611800,0
20070829,172.38,174.45,167.92,173.72,12802800,0
20070830,169.96,173.43,169.79,171.38,9560400,0
20070831,175.65,178.10,173.87,176.01,11023700,0
20070904,176.18,183.70,176.18,180.80,10161775,0
20070905,179.68,179.79,176.90,177.81,8988200,0
20070906,178.50,179.71,175.36,179.18,9250600,0
20070907,176.60,181.05,175.00,178.98,15144476,0
20070910,180.50,186.07,178.50,183.61,12990100,0
20070911,185.50,187.00,182.50,183.50,11343300,0
20070912,183.14,184.25,181.70,182.53,7749775,0
20070913,183.75,196.04,183.72,188.47,11292971,0
20070914,186.95,191.00,185.59,190.59,9339100,0
20070917,189.00,189.50,186.34,187.61,7751216,0
20070918,190.60,200.75,187.55,200.57,2167800,0
20070919,203.49,207.00,203.00,205.50,23115329,0
20070920,210.94,211.00,203.44,203.53,27435082,0
20070921,205.56,210.36,203.53,209.98,18189437,0
20070924,210.99,214.90,207.71,210.43,13443122,0
20070925,209.00,213.07,208.81,210.90,11728166,0
20070926,212.42,216.27,210.80,214.61,10681052,0
20070927,215.45,218.38,214.19,216.78,8330043,0
20070928,215.76,218.67,215.25,216.74,6156316,0
20071001,215.41,223.62,215.40,222.98,9905572,0
20071002,223.25,228.50,222.11,228.02,9419799,0
20071003,226.25,230.63,225.67,227.35,10128543,0
20071004,227.55,229.25,223.89,225.95,10049601,0
20071005,227.11,229.72,225.96,228.50,7336039,0
20071008,227.51,229.35,226.26,226.96,4143591,0
20071009,227.80,239.70,226.20,239.20,15127647,0
20071010,237.11,239.03,234.90,235.94,9685200,0
20071011,239.02,239.02,226.05,229.01,12887100,0
20071012,230.67,234.20,229.73,233.56,6544714,0
20071015,233.25,234.31,227.42,229.34,7033795,0
20071016,227.76,228.00,223.20,224.83,7416500,0
20071017,228.25,230.48,223.08,227.62,9189000,0
20071018,224.90,228.31,224.22,227.85,6499700,0
20071019,226.15,227.47,217.60,217.69,13113926,0
20071022,216.52,224.25,213.00,222.18,12166899,0
20071023,223.63,225.87,220.91,223.76,8176950,0
20071024,222.76,225.82,215.80,225.12,12652000,0
20071025,224.11,230.00,221.81,226.66,12089159,0
20071026,232.86,236.99,229.36,235.92,9392751,0
20071029,236.22,244.98,235.07,243.81,9895160,0
20071030,241.25,246.40,239.45,240.33,10453306,0
20071031,240.36,250.70,240.00,247.92,14391651,0
20071101,243.55,244.41,238.75,240.21,12579896,0
20071102,241.80,241.80,223.44,229.60,25177896,0
20071105,220.00,224.90,212.80,218.39,21377803,0
20071106,221.74,224.07,213.59,223.16,15577207,0
20071107,218.90,221.79,213.16,214.18,13216576,0
20071108,213.67,218.00,201.57,209.94,20304817,0
20071109,202.57,218.59,202.57,211.33,16986644,0
20071112,210.90,221.19,208.24,214.71,14408973,0
20071113,220.94,233.04,218.34,233.04,17403552,0
20071114,239.75,240.05,231.04,233.31,13943209,0
20071115,230.11,233.69,223.74,227.02,10243089,0
20071116,228.26,229.57,222.57,225.25,10083550,0
20071119,223.52,228.40,216.62,220.54,11008589,0
20071120,220.40,226.23,213.50,217.48,13435135,0
20071121,213.41,215.27,206.44,209.50,14876640,0
20071123,212.52,216.48,211.80,216.48,4738758,0
20071126,214.65,217.45,205.42,207.45,9809739,0
20071127,210.00,213.98,206.19,213.33,11947565,0
20071128,217.58,227.86,214.69,227.52,15711578,0
20071129,226.02,228.31,222.50,224.38,9774201,0
20071130,232.65,234.22,224.77,226.64,11879349,0
20071203,226.09,229.35,223.60,226.89,6800951,0
20071204,221.06,223.46,215.22,215.22,10736715,0
20071205,219.46,220.00,214.23,218.26,12960932,0
20071206,214.50,223.35,214.29,222.51,9987567,0
20071207,223.01,224.04,217.03,217.89,7798793,0
20071210,219.19,224.31,218.01,224.21,8413555,0
20071211,224.11,227.45,210.69,211.15,12788790,0
